Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1520.01,"Cassava, fresh",2021,2021,hg/ha,146456,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,1520.01,"Cassava, fresh",2021,2021,tonnes,1319875,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2021,2021,ha,1259,I,Imputed value
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2021,2021,hg/ha,35808,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5510,Production,1231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2021,2021,tonnes,4508.36,I,Imputed value
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1610,"Coffee, green",2021,2021,ha,18220,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1610,"Coffee, green",2021,2021,hg/ha,10685,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,1610,"Coffee, green",2021,2021,tonnes,19466.88,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1233,Eggplants (aubergines),2021,2021,ha,8691,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1233,Eggplants (aubergines),2021,2021,hg/ha,108493,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,1233,Eggplants (aubergines),2021,2021,tonnes,94291.64,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,142,"Groundnuts, excluding shelled",2021,2021,ha,37512,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,142,"Groundnuts, excluding shelled",2021,2021,hg/ha,4552,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,142,"Groundnuts, excluding shelled",2021,2021,tonnes,17076,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1254,Leeks and other alliaceous vegetables,2021,2021,ha,14632,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1254,Leeks and other alliaceous vegetables,2021,2021,hg/ha,1751,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5510,Production,1254,Leeks and other alliaceous vegetables,2021,2021,tonnes,2562.3,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1322,Lemons and limes,2021,2021,ha,1440,I,Imputed value
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1322,Lemons and limes,2021,2021,hg/ha,49812,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5510,Production,1322,Lemons and limes,2021,2021,tonnes,7171.81,I,Imputed value
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,112,Maize (corn),2021,2021,ha,317212,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,112,Maize (corn),2021,2021,hg/ha,15216,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,112,Maize (corn),2021,2021,tonnes,482682,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1316,"Mangoes, guavas and mangosteens",2021,2021,ha,308,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1316,"Mangoes, guavas and mangosteens",2021,2021,hg/ha,60701,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,1316,"Mangoes, guavas and mangosteens",2021,2021,tonnes,1870.48,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,118,Millet,2021,2021,ha,10621,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5419,Yield,118,Millet,2021,2021,hg/ha,4777,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5510,Production,118,Millet,2021,2021,tonnes,5073.28,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1253.02,"Onions and shallots, dry (excluding dehydrated)",2021,2021,ha,3904,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1253.02,"Onions and shallots, dry (excluding dehydrated)",2021,2021,hg/ha,95394,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,1253.02,"Onions and shallots, dry (excluding dehydrated)",2021,2021,tonnes,37238.72,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1323,Oranges,2021,2021,ha,1258,I,Imputed value
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1323,Oranges,2021,2021,hg/ha,19555,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5510,Production,1323,Oranges,2021,2021,tonnes,2459.12,I,Imputed value
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1241.9,"Other beans, green",2021,2021,ha,952,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1241.9,"Other beans, green",2021,2021,hg/ha,76607,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5510,Production,1241.9,"Other beans, green",2021,2021,tonnes,7291.56,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1359.9,"Other fruits, n.e.c.",2021,2021,ha,11158,I,Imputed value
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1359.9,"Other fruits, n.e.c.",2021,2021,hg/ha,73035,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5510,Production,1359.9,"Other fruits, n.e.c.",2021,2021,tonnes,81493.67,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1699,"Other stimulant, spice and aromatic crops, n.e.c.",2021,2021,ha,58,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1699,"Other stimulant, spice and aromatic crops, n.e.c.",2021,2021,hg/ha,23193,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5510,Production,1699,"Other stimulant, spice and aromatic crops, n.e.c.",2021,2021,tonnes,134.92,I,Imputed value
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1319,"Other tropical fruits, n.e.c.",2021,2021,ha,2037,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1319,"Other tropical fruits, n.e.c.",2021,2021,hg/ha,121195,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5510,Production,1319,"Other tropical fruits, n.e.c.",2021,2021,tonnes,24682.3,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1290.9,"Other vegetables, fresh n.e.c.",2021,2021,ha,10412,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1290.9,"Other vegetables, fresh n.e.c.",2021,2021,hg/ha,70202,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5510,Production,1290.9,"Other vegetables, fresh n.e.c.",2021,2021,tonnes,73091.65,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1317,Papayas,2021,2021,ha,27,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1317,Papayas,2021,2021,hg/ha,481352,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,1317,Papayas,2021,2021,tonnes,1307.82,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1705,"Peas, dry",2021,2021,ha,19179,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1705,"Peas, dry",2021,2021,hg/ha,8152,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,1705,"Peas, dry",2021,2021,tonnes,15635,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1651,"Pepper (Piper spp.), raw",2021,2021,ha,632,I,Imputed value
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1651,"Pepper (Piper spp.), raw",2021,2021,hg/ha,36689,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5510,Production,1651,"Pepper (Piper spp.), raw",2021,2021,tonnes,2319.62,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1318,Pineapples,2021,2021,ha,3319,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1318,Pineapples,2021,2021,hg/ha,62639,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,1318,Pineapples,2021,2021,tonnes,20786.92,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1313,Plantains and cooking bananas,2021,2021,ha,96983,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1313,Plantains and cooking bananas,2021,2021,hg/ha,93588,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,1313,Plantains and cooking bananas,2021,2021,tonnes,907640,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1510,Potatoes,2021,2021,ha,113458,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1510,Potatoes,2021,2021,hg/ha,82699,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,1510,Potatoes,2021,2021,tonnes,938281,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1235,"Pumpkins, squash and gourds",2021,2021,ha,50765,I,Imputed value
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1235,"Pumpkins, squash and gourds",2021,2021,hg/ha,51610,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5510,Production,1235,"Pumpkins, squash and gourds",2021,2021,tonnes,261995.82,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1930.02,"Pyrethrum, dried flowers",2021,2021,ha,5172,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1930.02,"Pyrethrum, dried flowers",2021,2021,hg/ha,2889,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,1930.02,"Pyrethrum, dried flowers",2021,2021,tonnes,1494.24,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1443,Rape or colza seed,2021,2021,ha,0,M,"Missing value (data cannot exist, not applicable)"
QCL,Crops and livestock products,646,Rwanda,5510,Production,1443,Rape or colza seed,2021,2021,tonnes,0,M,"Missing value (data cannot exist, not applicable)"
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,113,Rice,2021,2021,ha,31676,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,113,Rice,2021,2021,hg/ha,41596,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,113,Rice,2021,2021,tonnes,131758,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1921.01,"Seed cotton, unginned",2021,2021,ha,0,M,"Missing value (data cannot exist, not applicable)"
QCL,Crops and livestock products,646,Rwanda,5510,Production,1921.01,"Seed cotton, unginned",2021,2021,tonnes,0,M,"Missing value (data cannot exist, not applicable)"
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,114,Sorghum,2021,2021,ha,166669,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,114,Sorghum,2021,2021,hg/ha,10702,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,114,Sorghum,2021,2021,tonnes,178370,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,141,Soya beans,2021,2021,ha,53808,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,141,Soya beans,2021,2021,hg/ha,4991,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,141,Soya beans,2021,2021,tonnes,26857,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1802,Sugar cane,2021,2021,ha,8019,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1802,Sugar cane,2021,2021,hg/ha,122201,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5510,Production,1802,Sugar cane,2021,2021,tonnes,97990.8,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1530,Sweet potatoes,2021,2021,ha,192484,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1530,Sweet potatoes,2021,2021,hg/ha,69032,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,1530,Sweet potatoes,2021,2021,tonnes,1328750,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1550,Taro,2021,2021,ha,30629,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1550,Taro,2021,2021,hg/ha,65577,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,1550,Taro,2021,2021,tonnes,200856,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1620,Tea leaves,2021,2021,ha,26309,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1620,Tea leaves,2021,2021,hg/ha,56873,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,1620,Tea leaves,2021,2021,tonnes,149627.41,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1234,Tomatoes,2021,2021,ha,10876,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1234,Tomatoes,2021,2021,hg/ha,86049,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,1234,Tomatoes,2021,2021,tonnes,93586.87,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1970,Unmanufactured tobacco,2021,2021,ha,4231,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1970,Unmanufactured tobacco,2021,2021,hg/ha,11838,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5510,Production,1970,Unmanufactured tobacco,2021,2021,tonnes,5008.44,I,Imputed value
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,111,Wheat,2021,2021,ha,13167,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5419,Yield,111,Wheat,2021,2021,hg/ha,10393,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5510,Production,111,Wheat,2021,2021,tonnes,13684,A,Official figure
QCL,Crops and livestock products,646,Rwanda,5312,Area harvested,1540,Yams,2021,2021,ha,5992,I,Imputed value
QCL,Crops and livestock products,646,Rwanda,5419,Yield,1540,Yams,2021,2021,hg/ha,106430,E,Estimated value
QCL,Crops and livestock products,646,Rwanda,5510,Production,1540,Yams,2021,2021,tonnes,63770.81,I,Imputed value
